acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.947,['Rosemary Clooney'],0.7020000000000001,179200,0.131,0,2BKzknQpxWWcLVohaStAyi,0.0,8,0.14300000000000002,-15.013,1,Suzy Snowflake - 78 rpm Version,45,1949,0.0433,130.857,0.46,1949
0.821,['Bing Crosby'],0.322,155480,0.222,0,5qc5aTui4aehCmszpp4mMx,0.0,8,0.139,-7.322,1,The First Nowell,45,1949-01-01,0.0282,95.255,0.47,1949
0.78,['Doris Day'],0.6609999999999999,158707,0.21600000000000005,0,450AFliXT4zk55UW3b5y4q,0.0,0,0.128,-16.101,1,Here Comes Santa Claus (Down Santa Claus Lane),45,1949,0.0553,181.737,0.797,1949
0.974,['Bing Crosby'],0.365,199946,0.173,0,1CTtkHIgNDpIeTZpFiX0R7,0.000585,3,0.13,-13.095,1,Christmas Carols: Good King Wenceslas / We Three Kings Of Orient Are / Angels We Have Heard On High,42,1949-01-01,0.0366,83.065,0.481,1949
0.978,['Bing Crosby'],0.448,207640,0.136,0,0GMYelr31Fe4RMBMCn1wb0,7.269999999999999e-05,9,0.295,-12.949000000000002,1,Christmas Carols: Deck The Halls / Away In A Manager / I Saw Three Ships,42,1949-01-01,0.0487,96.224,0.431,1949
0.995,"['Erik Satie', 'Daniel Varsano']",0.5379999999999999,216907,0.00808,0,7gzsp9dv8bKRq8gnK6NzmS,0.922,7,0.0762,-35.85,1,Première Gymnopédie,42,1949,0.0939,103.729,0.281,1949
0.823,['Sarah Vaughan'],0.623,172533,0.0986,0,6Q7U4bTozx5kfLjWT81u7P,0.0,1,0.23,-10.503,1,Mean to Me,41,1949,0.0413,123.772,0.524,1949
0.746,['Bing Crosby'],0.168,193013,0.339,0,1hbEaQ6EjkiTzk5vRh2WRr,0.0014,1,0.138,-7.362,1,You're All I Want For Christmas,40,1949-01-01,0.0289,91.173,0.208,1949
0.947,['Jimmy Boyd; Accompanied by Norman Luboff'],0.506,149493,0.113,0,0FIhDuGp9ORgs6KoRJQUFM,0.0,10,0.16899999999999998,-15.61,1,I Saw Mommy Kissing Santa Claus,39,1949,0.0329,115.942,0.451,1949
0.984,['Rosemary Clooney'],0.4320000000000001,195640,0.0337,0,7tG7bg7pCYWgsYtvuMlkct,0.00188,10,0.111,-22.066,1,Winter Wonderland,39,1949,0.0443,104.732,0.35200000000000004,1949
0.851,['Julie Andrews'],0.191,141960,0.133,0,5hgkmxlHJdClFuOEF26kzJ,0.000206,10,0.17800000000000002,-19.422,1,"Silent Night, Holy Night",39,1949,0.0393,88.23899999999998,0.119,1949
0.823,['Sarah Vaughan'],0.623,172533,0.0986,0,161LIeruGYdT9Ni0rJbntN,0.0,1,0.23,-10.503,1,Mean to Me,39,1949,0.0413,123.772,0.524,1949
0.951,['Johnny Mathis'],0.15,242133,0.0611,0,2vO6ZNK5wBmv4JNKI4KLzn,6.890000000000001e-05,0,0.206,-24.338,1,I'll Be Home for Christmas,38,1949,0.0376,94.461,0.135,1949
0.8140000000000001,['Mitch Miller & The Gang'],0.34600000000000003,251240,0.754,0,3PqpB3DYGE5cYqRMfzHQqq,0.0,8,0.131,-16.973,1,The Twelve Days of Christmas,37,1949,0.056,121.356,0.487,1949
0.993,"['Erik Satie', 'Francis Poulenc']",0.489,170480,0.0193,0,1b9bGEtNOmiMD5gq7dGrxn,0.937,7,0.1,-24.515,1,Gymnopédie No. 1,37,1949,0.0455,91.07,0.212,1949
0.755,['Angela Lansbury'],0.499,180827,0.457,0,7ltdj5XzKOV6bRldI9nt5e,0.0,3,0.434,-12.390999999999998,1,We Need a Little Christmas,36,1949,0.0593,128.89600000000002,0.7659999999999999,1949
0.924,['Bing Crosby'],0.226,174813,0.165,0,7fMzfMEYgi93UGLjRYEzoy,0.325,9,0.166,-14.536,1,The Christmas Song,36,1949-01-01,0.0373,78.164,0.189,1949
0.0862,['Pérez Prado'],0.7040000000000001,140867,0.638,0,205EtD8tQnHDXMkmtYiaHF,0.251,1,0.115,-9.522,1,Patricia,36,1949,0.0457,137.39600000000002,0.8370000000000001,1949
0.933,['Robert Goulet'],0.284,172627,0.104,0,0vFELZzHmtHbRarAjzheIU,0.000617,9,0.138,-18.269,1,Have Yourself a Merry Little Christmas,35,1949,0.0347,78.555,0.222,1949
0.985,['Sarah Vaughan'],0.411,203373,0.136,0,0goLt4LXK1MpzwIfmItIS1,0.0,4,0.1,-12.035,0,Come Rain Or Come Shine,35,1949,0.0359,75.09,0.138,1949
0.983,"['Bing Crosby', 'Ken Darby Singers']",0.188,184013,0.131,0,55kQsmLMkJVJkwJE495Heu,0.000173,10,0.112,-16.209,1,O Fir Tree Dark,33,1949-01-01,0.0357,62.20399999999999,0.229,1949
0.48,['Acerina Y Su Danzonera'],0.35,203787,0.59,0,4L69BoE55Rl105sozTJNfK,0.395,10,0.259,-11.337,1,Rigoletito,33,1949,0.0682,134.72899999999998,0.799,1949
0.8220000000000001,"['Shamshad Begum', 'C. Ramchandra']",0.6709999999999999,265680,0.696,0,3iQ28V36oRFljj8JzexQSI,0.727,8,0.0409,-5.27,0,Mere Piya Gaye Rangoon,32,1949-12-01,0.0947,151.725,0.848,1949
0.264,['Pérez Prado'],0.601,143773,0.6579999999999999,0,3r2XkV0axjHZlpNsW3tpL3,0.000138,2,0.34,-13.354,1,Guaglione,32,1949,0.0366,87.27600000000002,0.941,1949
0.99,['Ella Fitzgerald'],0.354,196667,0.0851,0,5RcvlmVx2xtFcp2Ta5pw7X,4.49e-06,7,0.123,-13.738,1,Someone To Watch Over Me,56,1950-09-11,0.0345,97.684,0.197,1950
0.986,['Ella Fitzgerald'],0.455,196440,0.106,0,5DIVWgTeJ2fPIxaY9e7ZKn,0.0,2,0.122,-14.086,1,I've Got A Crush On You,54,1950-09-11,0.0422,66.807,0.258,1950
0.96,['Hoagy Carmichael'],0.6579999999999999,146347,0.0542,0,0VX8ptOQhUt1SIOHYLZGNN,0.106,8,0.106,-19.427,1,Stardust,44,1950-01-01,0.0596,90.138,0.345,1950
0.434,['Freestyle'],0.402,557987,0.486,0,1oG967FC3aVAMgEcZMyjlY,0.0,10,0.979,-10.941,1,OPM Medley: When I Met You,44,1950-01-01,0.0487,86.92299999999999,0.298,1950
0.83,['Lefty Frizzell'],0.545,179307,0.392,0,3jvNwwHkWjELV3QALVz47D,9.41e-05,2,0.0903,-10.091,1,If You've Got the Money I've Got the Time,42,1950,0.0481,208.426,0.951,1950
0.407,['Georgian People'],0.468,496907,0.711,0,0PdSJDj4obCyXX7hlgyuEd,0.0,0,0.17800000000000002,-7.912000000000001,1,Gandagana,40,1950-07-23,0.0703,111.306,0.67,1950
0.929,"['Doris Day', 'Axel Stordahl And His Orchestra']",0.401,191307,0.205,0,6EzCJwgHK5v8UJzmBSfFml,0.0,2,0.234,-13.377,1,Tea for Two (with Axel Stordahl & His Orchestra),38,1950-04-01,0.0365,86.81299999999996,0.394,1950
0.986,"['Franz Liszt', 'Arthur Rubinstein']",0.406,361960,0.0579,0,5QDiWckG3OLuqo1M9GKFKn,0.902,6,0.14300000000000002,-20.724,1,"Piano Sonata in B Minor, S. 178: II. Andante sostenuto",38,1950,0.0416,81.916,0.0586,1950
0.741,['Sonia Lopez'],0.66,186827,0.408,0,62tK9VmlCxAhuLDHpChWXi,5.02e-06,7,0.0679,-9.845,1,Laberinto,38,1950,0.0451,124.91,0.8959999999999999,1950
0.847,['Sonia Lopez'],0.568,166693,0.401,0,6N2J5DrsKlfwrU851i5WPY,0.0,4,0.344,-8.641,0,Enemigos,38,1950,0.0358,127.402,0.621,1950
0.958,"['Dean Martin', 'Paul Weston And His Orchestra']",0.498,155107,0.221,0,7Eo3ow9Owy5iAoulBtE3Mq,0.053,5,0.222,-11.75,0,Powder Your Face With Sunshine (Smile! Smile! Smile!),37,1950,0.045,168.748,0.54,1950
0.392,['La Sonora Santanera'],0.431,174200,0.552,0,6SNp3lnfZdRaoaiSg6ZXX9,0.0,8,0.324,-11.707,1,Canela Pura,37,1950,0.0449,150.666,0.852,1950
0.835,['Mitch Miller'],0.7879999999999999,181067,0.878,0,7985fUI9WlsIIrQuO9TBDh,8.79e-06,8,0.0892,-8.834,1,The Yellow Rose of Texas - Single Version,34,1950,0.041,100.064,0.929,1950
0.7809999999999999,['Lefty Frizzell'],0.763,191360,0.262,0,2wyifZXEC0Z4HNKlQnyroD,4.98e-06,9,0.229,-9.726,1,Always Late (With Your Kisses),33,1950,0.0297,117.043,0.623,1950
0.6629999999999999,['La Sonora Santanera'],0.522,184160,0.502,0,1r8SFRVZWeyLDlG0lBbEiu,0.0,9,0.0537,-9.555,1,El Nido,33,1950,0.0339,149.765,0.962,1950
0.927,['Dean Martin'],0.657,117627,0.315,0,0J7t1rCq34WraeFTCjyN0l,0.00033,5,0.0571,-10.418,1,I Don't Care If The Sun Don't Shine,32,1950,0.0957,151.365,0.8079999999999999,1950
0.795,['La Sonora Santanera'],0.736,166093,0.284,0,2mPNAaBFLHSYsTm5dBLVrE,7.08e-05,7,0.139,-16.775,0,Por Las Calles De México,31,1950,0.0474,121.447,0.966,1950
0.8420000000000001,['Lefty Frizzell'],0.7759999999999999,184040,0.198,0,3XQ2ZGDLsNVzypE5UMFsIF,0.0,9,0.35,-11.406,1,Always Late (With Your Kisses),31,1950,0.0318,117.755,0.5670000000000001,1950
0.7240000000000001,['Gerardo Reyes'],0.5379999999999999,163267,0.287,0,1QlwmPGMuiONXgEiG7OSsh,1.25e-06,5,0.282,-11.029000000000002,1,A la Luz del Día,31,1950,0.0539,82.16799999999998,0.5760000000000001,1950
0.813,['Lefty Frizzell'],0.679,168373,0.259,0,5ukHmdUBB1anlKt7xmehep,0.0,4,0.134,-10.841,1,I Love You a Thousand Ways,30,1950,0.0298,126.179,0.6729999999999999,1950
0.7759999999999999,['Sonia Lopez'],0.799,170400,0.32,0,0q8qmkWirShRjnOB2Nc2Ae,1.86e-05,9,0.34700000000000003,-10.158,0,Voy Gritando por la Calle,30,1950,0.0697,105.952,0.607,1950
0.8540000000000001,"['Modest Mussorgsky', 'Leonard Bernstein', 'New York Philharmonic']",0.316,659560,0.308,0,12pe2mL5SQGMI1gBGcEWKE,0.888,2,0.585,-15.944,1,Night on Bald Mountain,29,1950,0.0411,103.459,0.095,1950
0.971,"['Betty Hutton', 'Robert Norberg']",0.542,191213,0.0548,0,2eEknJsB9GvHbnSNfbZhJN,3.35e-06,10,0.0782,-14.991,0,It Had To Be You,29,1950-01-01,0.0473,97.275,0.324,1950
0.8109999999999999,['La Sonora Santanera'],0.737,156307,0.398,0,5AMuWQfkvqbVpthKWV3dtS,0.000173,10,0.0587,-16.613,1,El Botones,28,1950,0.0495,87.294,0.98,1950
0.779,['La Sonora Santanera'],0.598,179573,0.428,0,7d0GT25coyRGTYKPdohfC9,5.82e-06,4,0.0625,-10.487,0,El Nido,28,1950,0.0423,76.244,0.964,1950
0.642,['Lefty Frizzell'],0.675,163000,0.312,0,7pWjsuL63J2CBvml3dCCS4,0.0,4,0.0898,-9.351,1,I Love You a Thousand Ways,28,1950,0.0316,127.179,0.644,1950
0.88,['La Sonora Santanera'],0.581,139627,0.4,0,43iaHz5dLnKRovc3DLQApU,0.000126,3,0.0676,-16.394000000000002,1,El Mudo,28,1950,0.048,93.13,0.982,1950
0.973,['Dean Martin'],0.647,183667,0.11,0,4Sj3LgGGyAdx6hWLXDj9wx,0.165,1,0.121,-11.469,1,That Lucky Old Sun (Just Rolls Around Heaven All Day),28,1950,0.0559,131.722,0.531,1950
0.826,['Yma Sumac'],0.264,184267,0.389,0,0T3UzpGaq9SQyyjj9X5Hm1,0.705,2,0.115,-15.307,1,Ataypura!,27,1950-01-01,0.0809,81.798,0.29100000000000004,1950
0.5589999999999999,['La Sonora Santanera'],0.662,172760,0.721,0,13mSQNvqsxtnZuC2oDmFon,0.00157,2,0.0474,-9.962,0,El Ladrón,27,1950,0.0734,172.765,0.968,1950
0.907,['Thelonious Monk'],0.542,193840,0.32,0,1wl5b2lw3YagQtZiYZbQWP,0.649,8,0.0609,-9.975,1,'Round Midnight,58,1951,0.0387,116.648,0.206,1951
0.879,['Louis Prima'],0.6940000000000001,145333,0.365,0,4uWOOyWwhkYAchf4WFuiTT,0.0,5,0.196,-7.016,1,Shake Hands with Santa Claus - Mono Recording,52,1951,0.0495,134.702,0.8590000000000001,1951
0.984,['Ahmad Jamal'],0.5529999999999999,273760,0.0902,0,4lyupu0V7V9CoKhH52sfS8,0.91,2,0.1,-21.491,1,Poinciana,50,1951,0.043,89.369,0.289,1951
0.795,['The Andrews Sisters'],0.773,163973,0.218,0,5T8v26pC7txhnCp3GAxxsl,0.0,5,0.0632,-14.004,1,Winter Wonderland - Single Version,49,1951-01-01,0.0404,126.227,0.7090000000000001,1951
0.99,['Ahmad Jamal'],0.508,174000,0.15,0,4CZfPaDW5madfScpZl0nDU,0.899,5,0.14400000000000002,-20.844,1,Ahmad's Blues,46,1951,0.0418,173.36,0.252,1951
0.8420000000000001,['The Andrews Sisters'],0.725,181467,0.134,0,6CuAMUSCxYcPh6XMPKOoG6,0.0,0,0.12,-14.49,1,I'd Like To Hitch A Ride With Santa Claus,46,1951-01-01,0.0536,115.7,0.511,1951
0.799,['Dean Martin'],0.718,128227,0.28300000000000003,0,0VEu9WixScy7tAe5nvPQRv,0.0,2,0.293,-8.335,1,Luna Mezzo Mare,43,1951,0.0779,120.795,0.935,1951
0.986,"['Alexander Scriabin', 'Vladimir Horowitz']",0.361,130480,0.292,0,50yIjigJPcVQQxrHHeai4H,0.887,1,0.151,-16.073,0,"Etude in D-Sharp Minor, Op. 8, No. 12: Patetico - Remastered",41,1951,0.0362,72.153,0.338,1951
0.795,['José Alfredo Jimenez'],0.418,155013,0.586,0,2cbw1rOBPvVl0eJRUwqU5h,6.24e-06,0,0.338,-4.474,1,Paloma Querida,40,1951,0.087,173.74400000000003,0.637,1951
0.698,"['Louis Prima', 'Keely Smith']",0.675,157933,0.794,0,2utVqyLQHo9KNHvn8afvHo,1.15e-06,0,0.107,-5.8210000000000015,1,The Bigger The Figure (with Keely Smith) - Single Version,38,1951,0.0627,127.904,0.972,1951
0.789,"['The Andrews Sisters', 'Danny Kaye']",0.764,138200,0.392,0,2o5wxetScGVpssRoVyUEdY,0.0,1,0.07200000000000001,-12.361,1,A Merry Christmas At Grandmother's,37,1951-01-01,0.106,127.204,0.952,1951
0.935,['Carlos Di Sarli'],0.56,164835,0.368,0,3kit4iJjV9F02SMfJYBvUn,0.866,9,0.341,-8.33,1,A la gran muñeca,36,1951-03-05,0.0422,117.398,0.5660000000000001,1951
0.922,['The Andrews Sisters'],0.527,189627,0.142,0,71wQFFfwH5L0R5SjK30aXW,0.0,8,0.102,-14.726,1,The Christmas Tree Angel,35,1951-01-01,0.0561,155.773,0.545,1951
0.579,['C. Ramchandra'],0.438,232413,0.72,0,6VF9NxepREvGICZKcw4DJu,0.0,2,0.301,-8.68,1,Qismat Ki Hawa Kabhi Naram,35,1951-12-01,0.0614,102.259,0.94,1951
0.69,['Lefty Frizzell'],0.623,150453,0.0946,0,7agwsApRblBWDQoFBU67US,7.68e-05,7,0.183,-15.174,1,Forever (And Always),34,1951,0.0293,96.551,0.428,1951
0.875,['Thelonious Monk'],0.5529999999999999,190467,0.317,0,1PjvmeUrBN4mHw6LVTvkuz,0.00955,1,0.102,-13.658,1,"Ruby, My Dear",32,1951,0.0343,72.518,0.16899999999999998,1951
0.993,"['Alexander Scriabin', 'Vladimir Horowitz']",0.261,181893,0.0275,0,1ZETgaJtaG2hGspJeYZiql,0.916,6,0.0956,-28.488000000000003,1,"Poeme in F-Sharp Major, Op. 32, No. 1: Andante cantabile - Remastered",32,1951,0.0408,138.825,0.0624,1951
0.927,"['Miles Davis', 'Stan Getz']",0.476,199533,0.0974,0,1zrYb4Y8KowyXmbzoHGh7L,1.7e-06,2,0.121,-20.29,0,Intoit,32,1951-10-05,0.0605,73.01100000000002,0.542,1951
0.6920000000000001,['Flatt & Scruggs'],0.5670000000000001,141600,0.417,0,2GxivWUFL0TRT1nHce14MM,0.0,10,0.339,-10.504,1,Get in Line Brother,31,1951,0.0329,134.408,0.835,1951
0.991,['Ahmad Jamal'],0.662,158333,0.349,0,1n4un65pSS9JM6oGSuSTta,0.919,0,0.109,-16.309,1,Billy Boy,31,1951,0.0511,108.219,0.54,1951
0.906,"['Dean Martin', ""Helen O'Connell""]",0.6970000000000001,169600,0.252,0,69yWrxyv3AZc1S9usRdMAq,0.0,2,0.281,-8.927,1,How D'Ya Like Your Eggs In The Morning,31,1951,0.0431,132.916,0.8109999999999999,1951
0.99,['Ahmad Jamal'],0.621,223067,0.0564,0,0WyEmh5EB5e7y3Ve4lzJLR,0.778,7,0.13699999999999998,-20.148,0,Old Devil Moon,30,1951,0.0486,121.241,0.222,1951
0.985,['Ahmad Jamal'],0.628,264533,0.139,0,4HWa9DlDmLSB0ojUa64s62,0.845,5,0.128,-19.457,1,Pavanne,30,1951,0.0376,97.071,0.629,1951
0.812,['Gene Autry'],0.843,150400,0.418,0,05Bi90JGrakFybMgYRCDit,0.0,1,0.199,-9.42,1,Here Comes Santa Claus,29,1951,0.0347,96.599,0.978,1951
0.838,['Thelonious Monk'],0.48,201547,0.325,0,14fCc1FZ53mvvJD1uM04XI,0.00022,0,0.206,-11.711,1,April In Paris - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,29,1951,0.0423,123.709,0.396,1951
0.7440000000000001,['Thelonious Monk'],0.588,182133,0.63,0,5mxJNpzEr76NQKDmKt6pKr,0.00314,0,0.28300000000000003,-7.427,0,Suburban Eyes - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,28,1951,0.0496,111.102,0.6990000000000001,1951
0.599,['Thelonious Monk'],0.642,181653,0.584,0,23EHe5LvkELsGHr1INOATb,0.0451,10,0.29600000000000004,-10.71,0,Nice Work If You Can Get It - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,28,1951,0.0266,103.566,0.89,1951
0.989,['Ahmad Jamal'],0.529,162040,0.0728,0,48fwdUy5Pck7VI15sBiTkd,0.933,2,0.131,-24.226,0,Will You Still Be Mine,28,1951,0.045,80.109,0.41,1951
0.927,['Dean Martin'],0.568,137173,0.109,0,2cmtnbaoT0G0RwdGQP7RQW,6.91e-06,5,0.241,-11.268,1,Rock-A-Bye Your Baby With A Dixie Melody,28,1951,0.0492,100.078,0.485,1951
0.805,['Thelonious Monk'],0.599,184840,0.765,0,6kCROmA5jf1FpZCCrY2oYd,0.0416,5,0.304,-4.413,0,Evonce - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,27,1951,0.07200000000000001,99.131,0.857,1951
0.889,['Gene Kelly'],0.354,294067,0.241,0,5U3MkUWTpzj37A33GboDtv,0.00027400000000000005,5,0.165,-13.811,1,Singin' In The Rain,51,1952-04-11,0.0334,135.64600000000002,0.408,1952
0.938,['Dean Martin'],0.179,195867,0.152,0,5aefoUh9oR6nzQdwdp6k14,5.74e-06,9,0.122,-15.837,1,Come Back To Sorrento,48,1952,0.038,79.554,0.227,1952
0.552,"['Johnny Cash', 'June Carter Cash']",0.7070000000000001,166267,0.483,0,6ekSX8AVzwRSs0mbSlPc0R,0.000143,0,0.388,-9.929,1,Jackson (with June Carter Cash),45,1952,0.0371,128.32,0.79,1952
0.875,"['Les Paul', 'Mary Ford']",0.3,179467,0.379,0,6afQyDHXp0KCyw1O6tSdeG,0.000136,8,0.206,-9.741,1,Smoke Rings,44,1952-01-01,0.0503,71.309,0.221,1952
0.441,"['Dizzy Gillespie', 'Charlie Parker', 'Thelonious Monk', 'Curly Russell', 'Buddy Rich']",0.562,157307,0.728,0,7xZLIErdMaUV0GmtsRclS5,3.33e-05,5,0.35100000000000003,-9.14,1,Leap Frog - Take 11 / Take 6 / Master Take,44,1952-01-01,0.0984,78.205,0.731,1952
0.927,['Marty Robbins'],0.429,211107,0.317,0,7K40sZ0ZV6vGjzSso2nFyr,3.5000000000000016e-06,0,0.116,-11.322,1,"My Woman, My Woman, My Wife",43,1952,0.0292,102.109,0.302,1952
0.953,['Jackie Gleason'],0.182,185400,0.271,0,0BEGcUB8xzHZa3BQfo6MSM,0.94,2,0.119,-12.889,0,Alone Together,40,1952-11-03,0.0328,66.002,0.0397,1952
0.967,['Gerry Mulligan Quartet'],0.44,196147,0.182,0,2ynGfwePiLptW599QebWbr,0.901,0,0.0852,-11.911,1,Lullaby Of The Leaves,36,1952-01-01,0.0427,124.047,0.524,1952
0.723,"['Gene Kelly', 'Debbie Reynolds', ""Donald O'Connor""]",0.444,254440,0.42,0,5fWf6gj5RE9nma0nyOSuZ6,3.77e-05,2,0.123,-9.85,1,Good Morning,34,1952-04-11,0.0495,105.751,0.507,1952
0.506,['Charlie Parker Quartet'],0.581,178867,0.552,0,29erJjtgdbh1KbG7MuPJCj,5.07e-05,7,0.0897,-9.529,0,Confirmation - Take 3 / Master,34,1952-12-12,0.046,103.772,0.747,1952
0.485,['Charlie Parker Quartet'],0.478,181707,0.534,0,0cvA7oe0YMEOl5L017P9lq,0.00425,5,0.188,-9.985,1,Now's The Time,33,1952-12-12,0.0386,100.317,0.6729999999999999,1952
0.934,['Gerry Mulligan Quartet'],0.596,193133,0.256,0,6BavxfUuSOBIhMaEJ6rjNs,0.198,2,0.114,-11.616,1,Walkin' Shoes,32,1952-01-01,0.0641,136.827,0.46,1952
0.7020000000000001,"['Gene Kelly', 'Debbie Reynolds', ""Donald O'Connor""]",0.454,255440,0.442,0,3SBQJ5yP1EmKWD0dqn4RWK,3.71e-05,2,0.113,-9.356,1,Good Morning,32,1952-04-11,0.0508,130.209,0.5,1952
0.991,['Kühnův dětský sbor'],0.436,1216253,0.172,0,6tip3zhld7fMDSnWP3gLfJ,6.03e-06,0,0.0989,-15.739,1,Směs Koled I.,32,1952,0.0471,99.286,0.317,1952
0.995,['Stan Getz'],0.493,195480,0.123,0,5B1XEvV3NaVPulBCafMGZg,0.953,1,0.105,-18.31,1,Body And Soul,31,1952-01-01,0.0449,66.934,0.444,1952
0.8029999999999999,['Marty Robbins'],0.598,150000,0.413,0,0lYMgvKnTa5Kh5hyIIR5wO,0.00209,4,0.123,-13.507,1,Ribbon Of Darkness,31,1952,0.0406,114.871,0.8,1952
0.979,['Gene Kelly'],0.217,285000,0.108,0,0UHrAWfeboiGQlfJloAwbf,0.309,5,0.0804,-20.572,0,You Were Meant For Me,31,1952-04-11,0.0386,121.012,0.12,1952
0.757,"[""Donald O'Connor""]",0.5579999999999999,199107,0.612,0,1Uwhu0HNqCjukmsiSSnlsx,2.59e-06,8,0.28800000000000003,-10.822,1,Make 'Em Laugh,31,1952-04-11,0.117,157.592,0.71,1952
0.82,['Bud Powell'],0.417,183148,0.53,0,6GzIxYLosb0IlS1bNtu0lO,0.484,7,0.201,-8.621,0,Bouncin' With Bud,31,1952-01-01,0.0392,167.953,0.894,1952
0.797,['Thelonious Monk'],0.504,180307,0.599,0,3A9yRjIhRGSZIeuV0MT7lB,0.000136,10,0.35200000000000004,-9.497,0,Straight No Chaser - Remastered 1998,31,1952,0.0657,164.827,0.713,1952
0.946,['Eddie Fisher'],0.14300000000000002,160467,0.134,0,1CccDlmp65chMAwz6qYxSI,0.019,2,0.157,-11.768,1,Thinking of You,30,1952-07-01,0.0352,82.44,0.293,1952
0.16699999999999998,['Mukesh'],0.516,183211,0.416,0,4AVdIujJQitL1VliBJG7xw,5.4299999999999985e-05,11,0.154,-11.075,1,Awara Hoon,30,1952-01-22,0.0287,90.079,0.74,1952
0.939,"['Jiří Skopal', 'Symposium Musicum', 'Dětský sbor JITRO']",0.46,167000,0.147,0,1MYJhWIxjkwixjr7jlOJtO,0.0,7,0.0735,-23.492,1,Já Malý Přicházím Koledovat,30,1952,0.0642,173.39,0.62,1952
0.994,['Milada Hausdorfová'],0.302,398773,0.0958,0,1qYxr0ocVa4pEoTahE9FUG,0.0523,4,0.147,-17.529,1,Směs Koled - Upr.J. Křička,30,1952,0.0454,135.285,0.0496,1952
0.929,"['Zdena Pelikánová', 'Ludmila Vybíralová', 'František Pok', 'Blanka Kulínská', 'Bohumil Kulínský ml.', 'Bambini Di Praga']",0.504,61031,0.18,0,7n3JWCWj5sGRHeniycYxaI,0.0,8,0.0607,-16.585,1,Půjdem Spolu Do Betléma,30,1952,0.0284,93.038,0.7170000000000001,1952
0.203,['Flatt & Scruggs'],0.618,120840,0.4970000000000001,0,6wIIx1VBiE1J7FKxNPvtMa,0.922,8,0.0841,-10.434,1,Foggy Mountain Special,29,1952,0.062,109.371,0.977,1952
0.821,['Bud Powell'],0.399,284816,0.657,0,2uhe5PssRumOJN6jDz2MYJ,0.0189,7,0.125,-10.031,1,Un Poco Loco,29,1952-01-01,0.0409,86.85600000000002,0.653,1952
0.875,"['Jiří Skopal', 'Symposium Musicum', 'Dětský sbor JITRO']",0.509,163467,0.0736,0,0749bhMD7aL3s6GhfVSWhD,9.940000000000003e-05,5,0.0748,-18.431,1,Šel Jsem Na Koledu,29,1952,0.0394,103.322,0.293,1952
0.882,"['Zdena Pelikánová', 'Ludmila Vybíralová', 'František Pok', 'Blanka Kulínská', 'Bohumil Kulínský ml.', 'Bambini Di Praga']",0.146,71019,0.28300000000000003,0,1RrA4eAlsv766i1azmFt6a,2.06e-06,3,0.0866,-13.291,1,Narodil Se Kristus Pán,29,1952,0.0339,177.275,0.217,1952
0.985,"['Jaroslav Krcek', 'Bohumil Kulínský ml.', 'Bambini Di Praga', 'Musica Bohemica', 'Pražské žesťové kvinteto']",0.514,166333,0.121,0,49ziR9IWX6k5lSeuIlbann,0.451,5,0.095,-17.019000000000002,1,Koledování,29,1952,0.0476,56.719,0.337,1952
0.8320000000000001,['Gayla Peevey'],0.853,155467,0.338,0,5P8Xvy5tzhmfyfA6GplQ8h,0.00602,7,0.135,-9.124,1,I Want a Hippopotamus for Christmas (Hippo the Hero),62,1953-11-11,0.0491,113.881,0.927,1953
0.995,"['Claude Debussy', 'Alexis Weissenberg']",0.365,347427,0.01,0,6kf7ZCJjEbjZXikivKOsvJ,0.924,1,0.0584,-25.268,1,Claire de lune,61,1953,0.0519,135.048,0.0364,1953
0.631,['Percy Faith & His Orchestra'],0.466,144893,0.389,0,2kKL5kk4On8YRSKWDgXWMX,0.843,5,0.295,-12.825,1,"The Theme from ""A Summer Place"" - Single Version",47,1953,0.0253,92.631,0.7490000000000001,1953
0.977,['André Previn'],0.584,270327,0.103,0,5gRJYpDAVqWEwlnowrkPRx,0.91,3,0.0947,-20.54,1,That's Where The South Begins,44,1953-06-24,0.0434,65.157,0.203,1953
0.994,"['Erik Satie', 'Philippe Entremont']",0.597,205080,0.0148,0,0mQOXdCy45Vk7eZZY9jK02,0.92,7,0.086,-33.435,1,"3 Gymnopédies: No. 1, Lent et douloureux",44,1953,0.108,129.599,0.364,1953
0.675,"['Alfred Newman', 'Mike McDonald']",0.22,119933,0.327,0,5Y2gKI0zlcyNoCutHc2gys,8.81e-06,9,0.174,-14.853,1,Finale/Hallelujah,44,1953,0.038,96.421,0.0833,1953
0.934,"['Sonny Rollins', 'The Modern Jazz Quartet']",0.51,197893,0.149,0,3glQOWRCAQIrCnQhWBEFSL,0.474,5,0.141,-15.724,1,In A Sentimental Mood,42,1953,0.0417,127.035,0.467,1953
0.982,['Billie Holiday'],0.5529999999999999,190480,0.0723,0,3jG6okC06hzdqzIRcEzs7H,0.00173,7,0.117,-16.436,1,He's Funny That Way,41,1953-03-01,0.0424,135.737,0.27,1953
